Review,predicted_labels
TL;DR Not a healthy app. ⚠️ I have seen are the ads that promote body dysmorphia and self hate. Definitely a great way to to let yourself and your kids be a guinea pig for algorithms. I think we should be able to enter the app silently without videos automatically playing. I also think that the app poses great risk to personal privacy. And my biggest concern: Algorithms and tracking as related to my child. this is a straight up hardcore drug for folks that deal with ADHD tendencies.,4
a.rabdulrehman0 Hi TikTok team please viral my TikTok account,2
The app itself is all right except for scammers who try to sell you useless junk but it's ok.,3
Did not get better. My comments calling out bad behavior get removed for bullying but actual bullies are tolerated on the site. Watch who you remove your comments from or I will delete my account and stop using Tiktok.,2
Hi tiktok team i am new user please unfreez my accuont and viral my account for you pege your obediently,2
Not enought content been allowed to be shared .,2
I luv this social media site better then ignorant Facebook you guys are more laid back and can be yourself and not get in trouble for being ourselves and enjoying the content and not any stupid community rules that are stupid it's refreshing thank you for that,2
Dear TikTok team A am new account on TikTok plz sport me for viral Thanx for help,2
Tiktok only bans Conservative content & allows the disgusting content of the left.,2
Dear TikTok team please viral My account I am new here please viral my videos of foryoupage,2
Love seeing people gifts to share with the world.,2
Its good but my account is freez so please tik tok unfreeze my account thanks,2
Plzz verl may account please 100k viovis,4
Shame on you 🖐️ why band my account,2
"Account keeps getting overtook and allows them to use but not myself? Keeps happening, Governmental or not we still have to follow and be an example of the proper guidelines, laws, and or legal rules. I think its safe to assume that your not just giving me your company. I keep asking and reporting but get same to worse treatment. I suppose i have no choice but to sue this company too. Smh :/",2
"No socializing. A boatload of spam. Basically, a SQL server that loves to CrAsH users by Oracle Java6<, .Net3<, and Python3<. Right, stupid, AI?",4
My acount is 1 year old but Views and likes ishu this app is to much good but please upgrade this my account and solve this problem ❤❤,3
"I have only had the app for a day, I tried to follow my girlfriend's account, but it wouldn't let me. I just kept saying 'Follow Back' on everything. So I gave up. Just got back on tonight, and now I'm permanently banned for multiple violations? I'm sorry, what? 0 stars out of 5. Garbage App.",2
"I have a bug on dm, I didn't have dm and then yesterday I get access to that after 3-4 hours it disappeared.",2
Trash. Plus steals ur data.,4
"Hi tiktok team I,am new user please my account unfize so sad fazi",2
Thisapp to do better friend of mine gets constantly banned for ridiculous reasons he gets nasty comments in his live streams and yet no action gets taken tik tok needs to do better with the rules and realise what's actually wrong and what's right this friend was banned for asking me how my date went immediately got banned for hate speech against the LGBTQ community when he didn't say anything apart from how my date went and what I am into as a gay man tik tok you need to do better,2
"Got automatically suspended while trying to edit my account. It's a new account, and I was told things i posted violated were against the tos. How could that be if it's brand new? I haven't posted anything.",4
"Good app i guess... If you wanna get a good laugh but have the app stuck in your brain your whole life, and corrupt your daily life to post stuff that takes a long time to make while getting 5 views every video you make. Then this is the app for you! Also if you get this app you have to deal with people making a account just to make people buy there product which is probably something from aliexpress, while making the price 5x more then the real sellers price of the product, memes die in 7 days",2
It is very good but use more data,4
I liked it at for the first 9 years but when I putted my face on it tiktok banned me and I want my tiktok account back and all of my followers and likes so please tiktok give me my account back my username is tjaymaxx.jonior so please tiktok give me My tiktok account back,2
"The app is ok, but the messages is too much. One can only delete them one by one. Is too much. And please allow to remove the Say hi too..... Is really too much. I removed a star for that one. Remove the unpinned or share live video after 30 or 60 days. One can spend all day deleting the rubbish messages",2
I would have given it five stars but my content only gets few views I want at least 100 k views please change that pleaseeeeeeeeee,4
Dope enjoy making content for my streams and other platforms,4
Dear tictok team please check my new official account and viral my all video,3
"Tiktok excludes African content creators from their creator programme. The millions of Africans on Tiktok don't make money from the App. TikTok is a hostile place for black people. Racists are protected, their content is amplified, their comments are not flgged. And if you report their racist, bullying accounts, nothing happens.",4
They are falsely deleting people's accounts!!! We have the right to free speech!!!!!!!,4
Been off Social Media for 5 yrs. So I have been trying different apps. ONE WITHIN 2 HOURS OF HAVING THE APP BOOM HACKED. So I said to myself SELF....try another So I did. This one. WHY DO WE NEED TO PUT ALL OF R PERSONAL INFO OUT THERE ? TO MAKE IT EASY FOR HACKERS. AND ALSO MAKE IT EASY FOR SOME NUT CASE COME N KILL YOU.... OR SOMEONE TO STEAL YOU'RE IDENTITY.... SMH... IM OUT. PEACE,2
This app I ok but it gives me problem trying to get back to my account,4
Dear tiktok team unfreeze my account remove all reports 🙏🙏 thanks,4
Just stared my account today and I suddenly can't follow anyone. I didn't get a notification about following too much or anything. I followed 138 people. Customer service won't respond. So now i have a basically useless account.,2
"Videos that fit the screen automatically play on their own and are random. It is easy to go to one video to another within less than a second, so there is extremely fast content that is hard to keep up.",2
It's not finee that TikTok suspended my account for a fun talking and I also give them proof like photo of ld card and many more but they didn't response 😔,2
Keep deleting our videos this what you will get and I don't care if you banned me or closed my account,4
It is good for watching stuff but your account gets easily deleted,4
I couldn't post some videos due to the community standards of Tiktok policy,2
"Okay I know they basically choose favorites on who gets to be on the for you page but this app is pretty well solid y'all cant complain because imagine seeing you make a app like this ""oh I can do better"" yeah right totally🤬",3
Good app but I need it to verify my account before I give it a 5 star,4
"Great app! Chronically on it! Problem though that's been bugging me: it keeps throwing videos I've seen before on my fyp, rather than showing me new content. I know it didn't use to do this. Please fix!",4
Thanks for your service,2
Hi dear I am new using on TikTok application please check my account And viral all video on TikTok foryou page,2
Very communistic approach to content. Garbage use of policing content as its obviously a left wing hack job of a site that censors other views because TikTok knows they support liberal nonsensical drivel. Sad that TikTok is so scared to have objective debate but I can't see how any leftist site would ever be able to exist if the played by the rules that create objective debate,2
why did you remove the ability to share videos for private accounts?,4
"Deletes account with little warning provides no clear explanation but allows creators who sell illegal items with 100k plus followers to maintain their accounts, make it make sense.",4
Please my all video's for you on TikTok my account name Shahab king 👑,4
Awesome app. Excellent values. Keeps me entertained with good quality content.,4
Its a great app that makes you smile and laugh but there is some negativ content I don't enjoy watching. But it is mostly fun to use and watch and I probably use the app 24/7.,4
Privacy ⭐,2
Improve my account,2
I love the app is awesome. I don't struggle to edit but is too slow when it comes to watching videos even with data,3
"Good content, nice people, and good",4
"I love tiktok""think it amazing soamazingto able to intract with people from all over world! love live vedeo al da viral my account beuty vedeo persnolbelog ""suppor'gaming""danc""all optioon plzzzz tiktok team viral my account umair writes383 plzz viral😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭poetry vedeoforyoupage my account tiktok vip app is veriy beutifull😻😻😻😻☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺plzzzzforyoumyaccount unfreezmyaccount😊😊😊😊😊😊😀😊😊😊😊😜😝😊😊😊😀😀😊😊😊😜😭😭😭😨😨😭😭😭😨",2
This is very good app but it banned the account of kids if age of 14 pls don't do this,4
I'm editor and if you want to edit your pic's come to my TikTok account (hamzabhai924),2
Request Hey tiktok team My account has been freezed 🥺 kindly unfreeze my account 🥺 otherwise I will uninstall tiktok 😞,2
My account has been hacked and I can't get any one to make this stop.. he controlling everything that I see hear what ever... I need help to make this stop,4
Hi dear tik tok I m a new using tik tok application plz chek my tik tok official account plz viral my new tok video,2
"please am unable to follow people on TikTok since 1 month,no issue found on my account and still yet I can't follow people 👿👿",2
"Basically you have to pay to promote its a scam. They making millions running all the way to the bank... I did a test paid and my video got 25% likes which is better than the suggested 10% to 18% good rating but once the money ran out the video died lol.. So basically all the content creators have to pay a lot of money, I just did it for fun...",4
Fun and entertaining but it seems like it's politically influenced as far as the video banning policy,4
Hello TikTok Team I'm New Tiktok User Please Unfreeze My Account Dear Request You Tiktok Team Please Viral This Account Please 😭😭😢🙏🙏🙏🙏🙏😭😭😭😪😪😪,3
I want. My account,2
Hi tiktok! Am using the tiktok! My tiktok account freezed! Plzz help me! And! Plzz unfreeze ma accoun!,2
"Great app to share videos n pictures on the fly, n it's very easy to use!",2
My account is freezing or no go to foryou please give me playlist option My tiktok id nick name Tiktok_king786,2
Problem account,1
My videos not go for you not good viewer's I don't no why I need viral my account my account name .wah33d and my followers 20.0k but I post videos coming viewer's 300 and 400 Please solve my problem and viral my account,2
Almost 250k followers and my videos get only 2k views. I've never had a strike or warning or anything. I don't understand why TikTok are doing this to my account. There are pages full of hatred and offensive content but they're allowed to keep going strong. Honestly might just delete my account.,1
Please tik Tok team my account high quality video option update,1
Dear tiktok team my account unfreeze please my account unfreeze my tiktok video viral like commend views my id name abdulrasheed183,2
"Nice experience, enjoy others content too 😀",4
This app is rated 12 but I see 18+ content work on it please we have to protect our future aka the kids,4
Hello tiktok team A warning is coming to my account .i am sorry for my mistake.at first i did not understand the rules .,2
The New adventures of Tintin and the second half a dozen of this message was delivered by Zendesk and the other side is that it was a great weekend and will not be obtained from sources deemed to create account and it was a great weekend and will not be obtained by using this link and follow the link below and I will send it back on the same as the first one is for you to know the status on this one is for you to know the status on my way home now and then delete it and the other hand if you are,3
request hello dear Tik Tok team very very important please I need help you because my account has mistakeenly put my account in freeze list please check my account correctly and remove my account for the freezer list because I have not mind my mistake that is against Tik Tok policy but still my account has been frozen and views have decreased a lot and l am also working hard no hard working only Tik Tok now good are very good video contact me please help me Tik Tok team @shaniraj90_0fficial,2
Account status Your account was logged out. Try logging in again. OK,1
Hi dear TikTok 2 months using on TikTok application please my check official account and viral on TikTok for you page,4
My account do it unfreeze,2
"I'm getting very inappropriate videos an I keep blocking reporting an hiding them but they still seem to come up I'm getting very upset about this, I can't even let someone look thru my tiktok without worrying that inappropriate sexual content will pop up, tiktok needs to update its guidelines or something because this is not okay, kids watch this app!",4
Dear TikTok I am new user on TikTok apllication please check my new account on TikTok apllication And viral my all vedios on TikTok for you page,4
because it does not let me make a tiktok account and it's doesn't let me follow people on tiktok I hate it so much,2
"To be honest tiktok is a good app, but i hate it every time i follow to fast i get a notification saying that ""your following too fast"" so can you please do something about it please.",4
Bad app controlled by racist editors They block any content about saudi arabia even if you posted a saudi flag,1
plz.Hello 👋 there tiktok team plz unfreeze my account not increase my followers plz solve my this problem win I was deleted tiktok plz solve my issue My Islamic account unfreeze,2
qariajmalllraza2. this is my account i need help TikTok team so please help me and varli my account and all video,3
This is good app but when I post videos I get 5 or 6 likes and views. I work day and night but tiktok team did not support me please unfreeze my account majnoon072 please 🥺🥺🥺🙏🙏🙏,4
TikTok is a very fun and creative. App I give a huge applause to the genius that made the app and pls follow my TikTok account which is selfie Queen🥰🥰😎,4
Viral my account tiktok hamza.afridi.100 OK 👍,2
very good and caer full app and i really useable app this is very hig traffic app and this is very information app,3
"tiktok team my account has been stuck, no one can follow me or either I cannot follow them. please solve my problem. I am a good creator please help me.",2
I give it a three because you blocked my account on my other phone cause I looked like I was under 13 like serious I am 14 you need to change this,3
TikTok team Hello 👋 TikTok team please My TikTok account is foryoupage Please Followers Problem 😭 and views problem Please don't unfreeze my account 🥺 Foryoupage my videos please please please 🙏🥺🙏,2
Please viral my account and all videos,2
foryou my account please 🥺🥺🥺,2
Hy tiktok please my account sport,2
Please unfreeze my account and foryou my account,2
"SO tired of extremist accounts and content creators. Tiktok refuses to ban accounts that expressly threaten others, harrass and stalk others, and post so much hateful content, yet WILL ban accounts who reply to call out the hate. This is ridiculous.",4
Hello tiktok team? Hope you ar fine! A warning is coming to my account i'm sorry for my mistakes at first i did not understand the rule I hope such mistake will not happen Again Places review my account warning and help me to remove account warning in my profile @sadia...071,2
TikTok account banned policy is harsh,2
Tik tok remove my live access with any reason . I don't make any violence but tik tok remove my access . I'm 21 years old but tik tok saying you're under 18 . Give my live access .,2
"Lovely social networking apps, i get loads of information and exciting contents from it. Thumbs up to the developers👍👍👍",2
Hi TikTok I'm a new user on TikTok Application please check my official account and viral all videos on TikTok foryou page,2
"It is an excellent source for obtaining the most relevant aspect of an issue discussed since space is limited. Hence, individuals post only the main relevant information pertaining to a subject as there is no room for discussion",4
Hi deair TikTok please 🙏 my new account sport 10k fowlver me please 🙏 sir Thank you for your feedback! We’ll contact you if more info is needed.,2
experience with this trick on my account,3
Hi dear TikTok team plz unfreeze my TikTok account and viral my all videos and my account thanks thanks 🙏🙏🙏 @muhammadakram2745,2
Hi tiktok team unfreeze my account,2
Why TikTok doesn't allow me to share my video's? That us not justful !!!,2
"I like how the platform allows for people to express themselves through short videos, fostering a diverse range of content from humor to educational content.",2
Hello TikTok team My account unfreeze plzz My TikTok account @alone_only_boy,2
Please unfreeze my account drama__clips4,2
Search bar disappeared from the following tab. When will it be fixed?,4
Dera tiktok team please support me do support my account I upload in poetry videos I like poetry my wish my followers 1B and my video views and likes 1M and I like tiktok I use this app 4 year but not support please do support please update my account Dera tiktok team thank you so much,4
I am currently missing the TikTok photo mode option on my account I need this to be fixed,4
Hi dear tiktok i am using on tiktok application please cheak my official account and viral all vedio on tiktok foryou page,2
My account name is @baba.love_you please reache me 10k,2
Please help me. Lost my account.,2
This app it is so important to our life's because we receive more information and we get talented on other things also it uplift our souls because we get more prayers and motivations,4
"Ego on Tik Tok is equivalent to wasting your time and does nothing, does new videos etc. and does not give us views, they freeze the account.😓😓",2
Terrible app banned my account for nk reason doesn't let me post certain videos,4
Tiktok is the best but still need more improvement on consuming data's .,4
Tik tok is awsome you can connect with friends and share viss with the world it is a 10 out of 10👍,2
Hi TikTok tem Mera account par vedio viral kardu please 🙏 followers and view on kar duo please 🙏🙏 followers,2
"TikTok is a popular social media platform where users create and share short-form videos set to music. It has gained immense popularity for its diverse content, trends, and creative challenges, making it a vibrant space for self-expression and entertainment. This application is good for entertainment Download this app💯👍",4
I want to watch live action And share with others,2
Why my account get freezed? While I always active on TikTok,2
Really good to share everything,4
I am sad cus it won't let me on the right one so tiktok gets an 1 star🫤,4
Hi dear tiktok i m using my new tiktok application please check my account Please viral my video on for you,2
It's fun but it needs motivation to protect kids from adult content and stuff like that,4
Too much inappropriate content allowed on there.,1
Please may account for you,4
"I had to make a new account because I got a new phone and the app previously informed me that they just gave my phone number to someone else, and I couldn't log back in. Staff did inform me I stopped having the ability tolike and follow because my new account was flagged for spam. They proceeded to ignore me when I asked if it could be fixed, and also when I asked how long I would be flagged. It's been over a month now. I can still favorite, comment, and post, so fat load of good flagging does.",4
You banned my account after I got 342 followers I deleted tik tok I don't recommend people are inappropriate on there anyway :|,2
Hi dear TikTok i am a new user on this application please look my official account and viral foryou my videos 😭@mixclips4,3
"Awesome, I live all the different videos and I also have my own content on my page",2
boring and steals data,3
"This app is definitely meant for content creators and those who follow such works. It's a definite must-have app that does so much as it entertains, informs, and educates. There's an endless list of possibilities on how one can use this app as a marketing tool for one's business ventures and the likes. As a creative director, it has now become an absolute essential everyday app for generating various ideas as well as learning from others that are on another level.",3
The app breaks constantly and the content moderation team refuses to remove blatantly antisemitic content.,4
